Run number:,Thread number:,CPU_Total_Time
1,0,0.100453
2,0,0.09767100000000001
3,0,0.09548599999999996
4,0,0.09691399999999994
5,0,0.09894799999999998
6,0,0.09587400000000001
7,0,0.09481800000000007
8,0,0.09871199999999991
9,0,0.09854300000000005
10,0,0.09602000000000022
11,0,0.09687099999999993
12,0,0.09649300000000016
13,0,0.0951289999999998
14,0,0.09402800000000022
15,0,0.09556100000000001
16,0,0.09462999999999977
17,0,0.09394900000000006
18,0,0.10065000000000013
19,0,0.09727600000000014
20,0,0.09479100000000029
21,0,0.09311399999999992
22,0,0.09414500000000015
23,0,0.09720900000000032
24,0,0.10130099999999986
25,0,0.09688699999999972
26,0,0.09512199999999993
27,0,0.09809900000000038
28,0,0.10032500000000022
29,0,0.09765099999999993
30,0,0.09696600000000011
31,0,0.09658999999999995
32,0,0.09697800000000001
33,0,0.09588600000000014
34,0,0.09668400000000021
35,0,0.09644400000000042
36,0,0.09227400000000019
37,0,0.10401900000000008
38,0,0.09939100000000023
39,0,0.10064900000000021
40,0,0.09796300000000047
41,0,0.09549300000000027
42,0,0.09767400000000048
43,0,0.09751300000000018
44,0,0.10502999999999929
45,0,0.10149199999999947
46,0,0.0961350000000003
47,0,0.0941080000000003
48,0,0.09402999999999917
49,0,0.09833899999999929
50,0,0.09860100000000038
51,0,0.09998699999999872
52,0,0.09698600000000024
53,0,0.09721500000000027
54,0,0.0960169999999998
55,0,0.0924270000000007
56,0,0.09576800000000052
57,0,0.09370299999999965
58,0,0.09696699999999936
59,0,0.09845099999999984
60,0,0.09575900000000015
61,0,0.09463700000000053
62,0,0.09529099999999957
63,0,0.09723799999999994
64,0,0.0952080000000004
65,0,0.09600600000000004
66,0,0.089893
67,0,0.0938100000000004
68,0,0.09490600000000082
69,0,0.10099499999999928
70,0,0.09731899999999971
71,0,0.09611299999999989
72,0,0.09516099999999916
73,0,0.09666399999999964
74,0,0.09577600000000075
75,0,0.09518100000000018
76,0,0.09582200000000007
77,0,0.09616200000000052
78,0,0.09497800000000023
79,0,0.09720900000000032
80,0,0.09747100000000053
81,0,0.09578000000000042
82,0,0.09559799999999985
83,0,0.09512600000000049
84,0,0.09574099999999852
85,0,0.09591300000000125
86,0,0.09642099999999942
87,0,0.09692700000000087
88,0,0.0973879999999987
89,0,0.09753700000000265
90,0,0.09502400000000044
91,0,0.09678000000000075
92,0,0.09659999999999869
93,0,0.10315300000000072
94,0,0.10733299999999879
95,0,0.09676699999999983
96,0,0.09654700000000105
97,0,0.0982649999999996
98,0,0.09804499999999905
99,0,0.0962120000000013
100,0,0.09732100000000088
101,0,0.10007799999999811
102,0,0.10034100000000201
103,0,0.09436600000000084
104,0,0.0970310000000012
105,0,0.09622500000000045
106,0,0.09327599999999947
107,0,0.09545600000000043
108,0,0.09564300000000081
109,0,0.09435399999999916
110,0,0.09589800000000182
111,0,0.09429100000000012
112,0,0.09355599999999775
113,0,0.09511200000000031
114,0,0.0966370000000012
115,0,0.09615699999999805
116,0,0.0974800000000009
117,0,0.0979859999999988
118,0,0.09839600000000104
119,0,0.09638099999999916
120,0,0.09497700000000009
121,0,0.09558500000000159
122,0,0.09414100000000047
123,0,0.09674399999999928
124,0,0.0934840000000019
125,0,0.09561899999999923
126,0,0.09435200000000066
127,0,0.09439799999999998
128,0,0.09684299999999979
129,0,0.09585099999999969
130,0,0.09655200000000086
131,0,0.09060200000000052
132,0,0.0957530000000002
133,0,0.09628499999999995
134,0,0.09536899999999982
135,0,0.09915799999999919
136,0,0.09378399999999942
137,0,0.09639699999999962
138,0,0.09907799999999867
139,0,0.10104199999999963
140,0,0.09702899999999914
141,0,0.0977010000000007
142,0,0.10158699999999854
143,0,0.11058200000000085
144,0,0.09588899999999967
145,0,0.09646299999999997
146,0,0.09834199999999704
147,0,0.09847799999999829
148,0,0.09754299999999994
149,0,0.09565300000000043
150,0,0.09645800000000015
151,0,0.09567999999999977
152,0,0.09232199999999935
153,0,0.09733500000000106
154,0,0.09607000000000099
155,0,0.09532400000000152
156,0,0.0952149999999996
157,0,0.0966869999999993
158,0,0.097742000000002
159,0,0.09521100000000082
160,0,0.09575399999999767
161,0,0.09424000000000099
162,0,0.09849599999999903
163,0,0.09623999999999988
164,0,0.09723000000000326
165,0,0.09623700000000213
166,0,0.09667400000000015
167,0,0.09775800000000245
168,0,0.09533299999999656
169,0,0.09688500000000033
170,0,0.09518500000000074
171,0,0.08918699999999546
172,0,0.09038599999999875
173,0,0.09430700000000414
174,0,0.1015820000000005
175,0,0.09966100000000111
176,0,0.0929070000000003
177,0,0.09473300000000151
178,0,0.09802199999999672
179,0,0.09468000000000032
180,0,0.09715900000000133
181,0,0.09357000000000326
182,0,0.09884600000000177
183,0,0.0962859999999992
184,0,0.0968030000000013
185,0,0.09541600000000017
186,0,0.09632799999999975
187,0,0.09771499999999733
188,0,0.09499800000000036
189,0,0.09575099999999992
190,0,0.09449199999999891
191,0,0.0928609999999992
192,0,0.1072330000000008
193,0,0.10248299999999944
194,0,0.09480900000000148
195,0,0.0968560000000025
196,0,0.09687999999999874
197,0,0.0962619999999994
198,0,0.09250700000000123
199,0,0.10079700000000003
200,0,0.1016849999999998
201,0,0.09901599999999888
202,0,0.09578600000000037
203,0,0.09630399999999995
204,0,0.09641399999999933
205,0,0.09676900000000188
206,0,0.09660700000000233
207,0,0.09804000000000457
208,0,0.0957170000000005
209,0,0.09806299999999979
210,0,0.09522400000000175
211,0,0.0990569999999984
212,0,0.09776799999999852
213,0,0.09475499999999926
214,0,0.09530099999999919
215,0,0.09474699999999814
216,0,0.0944400000000023
217,0,0.09603299999999848
218,0,0.09426200000000051
219,0,0.10037300000000116
220,0,0.09891199999999856
221,0,0.09528900000000107
222,0,0.09727100000000277
223,0,0.09702100000000158
224,0,0.09388900000000078
225,0,0.09804100000000204
226,0,0.09608599999999967
227,0,0.0985089999999964
228,0,0.09854100000000088
229,0,0.09681600000000401
230,0,0.09595200000000403
231,0,0.09599399999999747
232,0,0.09501099999999951
233,0,0.09755699999999834
234,0,0.09553999999999974
235,0,0.09561399999999765
236,0,0.09773300000000162
237,0,0.09697300000000197
238,0,0.09658500000000103
239,0,0.09601899999999475
240,0,0.09584900000000118
241,0,0.10596600000000578
242,0,0.1057389999999998
243,0,0.09647899999999865
244,0,0.09336099999999448
245,0,0.09092000000000056
246,0,0.09580099999999803
247,0,0.09570499999999882
248,0,0.09711800000000181
249,0,0.0977540000000019
250,0,0.09513199999999955
251,0,0.09529299999999807
252,0,0.09552400000000105
253,0,0.09427300000000116
254,0,0.0976400000000055
255,0,0.09617400000000131
256,0,0.09485099999999846
257,0,0.09495499999999879
258,0,0.0959009999999978
259,0,0.09576799999999963
260,0,0.09786700000000081
261,0,0.09464899999999687
262,0,0.09563599999999894
263,0,0.09911900000000173
264,0,0.10156100000000023
265,0,0.09870700000000099
266,0,0.09545799999999716
267,0,0.09656299999999973
268,0,0.09638999999999953
269,0,0.09434900000000113
270,0,0.09496299999999991
271,0,0.09684400000000082
272,0,0.09730599999999967
273,0,0.09847700000000259
274,0,0.09398700000000204
275,0,0.09266099999999966
276,0,0.0925060000000002
277,0,0.10014699999999976
278,0,0.10343899999999806
279,0,0.09921599999999842
280,0,0.09539900000000401
281,0,0.09784300000000101
282,0,0.0973439999999961
283,0,0.09713500000000153
284,0,0.09538199999999719
285,0,0.0970310000000012
286,0,0.09725399999999951
287,0,0.09650200000000098
288,0,0.09327299999999994
289,0,0.09237999999999502
290,0,0.10480500000000248
291,0,0.10532999999999859
292,0,0.0947530000000043
293,0,0.0933930000000025
294,0,0.09284300000000201
295,0,0.09794999999999732
296,0,0.09661299999999784
297,0,0.0997230000000009
298,0,0.09686799999999707
299,0,0.09669200000000089
300,0,0.09625099999999875
301,0,0.09536999999999907
302,0,0.09566800000000342
303,0,0.09491699999999881
304,0,0.09659200000000112
305,0,0.09499800000000036
306,0,0.09485600000000005
307,0,0.09573900000000535
