Run number:,Thread number:,CPU_Total_Time
1,0,0.13394999999999999
2,0,0.133782
3,0,0.13259300000000002
4,0,0.13466900000000004
5,0,0.13212099999999993
6,0,0.13302400000000003
7,0,0.13379999999999992
8,0,0.1341890000000001
9,0,0.13377700000000003
10,0,0.13544400000000012
11,0,0.13402500000000006
12,0,0.13175500000000007
13,0,0.134679
14,0,0.13192400000000015
15,0,0.13358999999999965
16,0,0.13310900000000014
17,0,0.1354930000000003
18,0,0.14148499999999986
19,0,0.13439500000000004
20,0,0.13340200000000024
21,0,0.13203299999999984
22,0,0.1338790000000003
23,0,0.1343890000000001
24,0,0.13263500000000006
25,0,0.1328630000000004
26,0,0.133702
27,0,0.1323059999999998
28,0,0.1332519999999997
29,0,0.13070400000000015
30,0,0.13198799999999977
31,0,0.134100000000001
32,0,0.13224899999999984
33,0,0.1335860000000002
34,0,0.13114000000000026
35,0,0.13345499999999966
36,0,0.13380400000000048
37,0,0.1325030000000007
38,0,0.1364559999999999
39,0,0.13382899999999953
40,0,0.13461600000000118
41,0,0.13292099999999962
42,0,0.13278699999999954
43,0,0.13301100000000066
44,0,0.1309849999999999
45,0,0.13438000000000017
46,0,0.13182899999999975
47,0,0.13233600000000045
48,0,0.13412500000000005
49,0,0.13401199999999935
50,0,0.13411099999999987
51,0,0.1323660000000002
52,0,0.13360299999999992
53,0,0.1342869999999996
54,0,0.1325630000000002
55,0,0.13400500000000015
56,0,0.13267499999999988
57,0,0.133305
58,0,0.13256900000000105
59,0,0.1319670000000004
60,0,0.13337300000000152
61,0,0.134818000000001
62,0,0.13396000000000008
63,0,0.1347390000000015
64,0,0.13492500000000085
65,0,0.13401899999999856
66,0,0.13543999999999912
67,0,0.13424200000000042
68,0,0.13943500000000064
69,0,0.13741799999999849
70,0,0.13679999999999914
71,0,0.1353559999999998
72,0,0.13404099999999985
73,0,0.1379950000000001
74,0,0.13821399999999961
75,0,0.13479899999999922
76,0,0.13773099999999872
77,0,0.13359400000000043
78,0,0.1333839999999995
79,0,0.138892000000002
80,0,0.13423900000000089
81,0,0.13416599999999868
82,0,0.13271299999999897
83,0,0.13384299999999882
84,0,0.1361819999999998
85,0,0.13553399999999982
86,0,0.13410800000000123
87,0,0.13434900000000027
88,0,0.13387800000000105
89,0,0.13202900000000106
90,0,0.133401000000001
91,0,0.13381800000000155
92,0,0.13457199999999858
93,0,0.13348700000000058
94,0,0.13390599999999964
95,0,0.14173799999999837
96,0,0.1438890000000015
97,0,0.14618300000000062
98,0,0.13842
99,0,0.13395700000000055
100,0,0.13593900000000048
101,0,0.13362799999999986
102,0,0.13529300000000077
103,0,0.13162500000000144
104,0,0.13461199999999884
105,0,0.1362950000000005
106,0,0.13353999999999822
107,0,0.13602200000000053
108,0,0.13335099999999933
109,0,0.13271800000000056
110,0,0.13454600000000028
111,0,0.13876100000000058
112,0,0.13368899999999861
113,0,0.1402279999999987
114,0,0.1358429999999995
115,0,0.13465100000000163
116,0,0.1396499999999996
117,0,0.13826199999999922
118,0,0.1370489999999993
119,0,0.13517900000000083
120,0,0.13726899999999986
121,0,0.13690200000000274
122,0,0.13465400000000116
123,0,0.1329260000000012
124,0,0.13419800000000137
125,0,0.1347900000000024
126,0,0.13549800000000545
127,0,0.135863999999998
128,0,0.13409400000000105
129,0,0.13253899999999774
130,0,0.13350300000000104
131,0,0.13337399999999988
132,0,0.1329790000000024
133,0,0.14118200000000058
134,0,0.13788200000000117
135,0,0.1373899999999999
136,0,0.13778100000000038
137,0,0.13822899999999905
138,0,0.13683699999999988
139,0,0.14212200000000053
140,0,0.14955099999999888
141,0,0.1384849999999993
142,0,0.14380799999999994
143,0,0.14735100000000045
144,0,0.13984200000000158
145,0,0.1454609999999974
146,0,0.13668800000000303
147,0,0.1400439999999996
148,0,0.13847500000000323
149,0,0.13689000000000107
150,0,0.14521200000000078
151,0,0.1414049999999989
152,0,0.14216699999999705
153,0,0.14578699999999856
154,0,0.14730300000000085
155,0,0.14924600000000154
156,0,0.14457800000000276
157,0,0.148138000000003
158,0,0.1459280000000014
159,0,0.13792700000000124
160,0,0.14135500000000079
161,0,0.14109699999999847
162,0,0.1369349999999976
163,0,0.13813200000000236
164,0,0.1366849999999964
165,0,0.13775100000000506
166,0,0.13702599999999876
167,0,0.13706499999999977
168,0,0.1372630000000008
169,0,0.13695399999999935
170,0,0.13971700000000098
171,0,0.13860499999999476
172,0,0.1359729999999999
173,0,0.13961800000000224
174,0,0.13518399999999886
175,0,0.1391679999999944
176,0,0.1373149999999974
177,0,0.136060999999998
178,0,0.13635599999999926
179,0,0.13729899999999873
180,0,0.13924499999999895
181,0,0.1362269999999981
182,0,0.13552899999999823
183,0,0.14003299999999896
184,0,0.13857900000000356
185,0,0.1382120000000029
186,0,0.14285900000000495
187,0,0.13772200000000012
188,0,0.1382879999999993
189,0,0.13809399999999883
190,0,0.14155300000000182
191,0,0.13662899999999922
192,0,0.13664900000000202
193,0,0.13771099999999947
194,0,0.1362359999999967
195,0,0.13719199999999887
196,0,0.1366650000000007
197,0,0.1411459999999991
198,0,0.1390090000000015
199,0,0.13812899999999928
200,0,0.13800999999999775
201,0,0.13687300000000135
202,0,0.13850599999999957
203,0,0.13747700000000052
204,0,0.13607199999999864
205,0,0.13660999999999746
206,0,0.1369579999999999
207,0,0.13802499999999895
208,0,0.14559799999999612
209,0,0.13852899999999835
210,0,0.13741600000000176
211,0,0.1382000000000012
212,0,0.13589800000000096
213,0,0.13832000000000022
214,0,0.14409800000000317
215,0,0.14295599999999808
216,0,0.14788199999999918
217,0,0.1483559999999997
218,0,0.1454500000000003
219,0,0.13602799999999604
220,0,0.14065700000000092
221,0,0.13772599999999713
222,0,0.1341070000000002
223,0,0.13776999999999973
224,0,0.13772800000000274
225,0,0.13816800000000384
226,0,0.13640999999999792
227,0,0.13664400000000043
228,0,0.13716099999999898
229,0,0.13770399999999938
230,0,0.13826899999999753
231,0,0.13598999999999606
232,0,0.13750700000000293
233,0,0.1380519999999983
234,0,0.1409620000000018
235,0,0.13838800000000617
236,0,0.1370719999999963
237,0,0.13833699999999993
238,0,0.13929900000000117
239,0,0.13779200000000458
240,0,0.14070500000000408
241,0,0.13566000000000145
242,0,0.13840100000000177
243,0,0.1377730000000028
244,0,0.13834900000000516
245,0,0.1382340000000042
246,0,0.13894200000000012
247,0,0.13719799999999793
248,0,0.13630700000000218
249,0,0.13547100000000256
250,0,0.13691599999999937
251,0,0.13585299999999734
252,0,0.13625100000000145
253,0,0.13765699999999725
254,0,0.13552299999999917
255,0,0.13491400000000198
256,0,0.13549599999999629
257,0,0.13510899999999992
258,0,0.140979999999999
259,0,0.13675400000000337
260,0,0.1378829999999951
261,0,0.13757500000000533
262,0,0.1369410000000073
263,0,0.14614800000000372
264,0,0.14417500000000416
265,0,0.14498999999999995
266,0,0.14484000000000208
267,0,0.14197800000000171
268,0,0.13827899999999715
269,0,0.1359379999999959
270,0,0.1390170000000026
271,0,0.13842800000000466
272,0,0.13849900000000304
273,0,0.13956300000000255
274,0,0.13659200000000027
275,0,0.13740599999999148
276,0,0.13827099999998893
277,0,0.13548800000000227
278,0,0.13795600000000263
279,0,0.13611900000000077
280,0,0.13931799999999583
281,0,0.13913900000000012
282,0,0.14138100000000264
283,0,0.1374400000000051
284,0,0.1358510000000095
285,0,0.13840700000000083
286,0,0.13516100000000364
287,0,0.1361830000000026
288,0,0.1374489999999966
289,0,0.13662899999999922
290,0,0.13788400000000678
291,0,0.13644299999999987
292,0,0.13711700000000349
293,0,0.13596100000000177
294,0,0.1344179999999966
295,0,0.13906899999999922
296,0,0.13589100000000087
297,0,0.13740299999999905
298,0,0.13936700000000002
299,0,0.13716200000000356
300,0,0.13628299999999882
301,0,0.1398709999999923
302,0,0.13897300000000712
303,0,0.13641900000000362
304,0,0.13704099999999642
305,0,0.13607600000000275
306,0,0.1377079999999964
307,0,0.1370329999999953
308,0,0.138930000000002
309,0,0.13698399999999822
310,0,0.13828199999999669
311,0,0.1418729999999968
312,0,0.138374000000006
313,0,0.14117899999999395
314,0,0.14085099999999784
315,0,0.138110999999995
316,0,0.14603300000000274
317,0,0.14605000000000246
318,0,0.14665400000000517
319,0,0.13814800000000105
320,0,0.14561799999999891
321,0,0.14343600000000833
322,0,0.1370160000000027
323,0,0.14748399999999862
324,0,0.14439500000000294
325,0,0.14645600000000059
326,0,0.1469160000000116
327,0,0.14976799999999457
328,0,0.14527900000000216
329,0,0.14819499999999408
330,0,0.15088199999999574
331,0,0.14233000000000828
332,0,0.14142899999999514
333,0,0.13797299999999524
334,0,0.13701700000000017
335,0,0.14213899999999313
336,0,0.1427969999999945
337,0,0.14095100000000826
338,0,0.14066299999999643
339,0,0.1384519999999938
340,0,0.14152000000000697
341,0,0.1435859999999991
342,0,0.14443800000000095
343,0,0.14477999999999724
344,0,0.1459120000000027
345,0,0.1477520000000041
346,0,0.14085099999999784
347,0,0.14585199999999787
348,0,0.1408309999999986
